Name,Location,Price,Area,Rooms,Interior,City,price,Property_type
Flat Theodora Eigemanpad,2625 DZ Delft (Reinier de Graafbuurt),1619,89,3,1,Delft,1619,Apartment
Flat Martinus Nijhofflaan,2624 MH Delft (Poptahof-Zuid),1695,76,3,1,Delft,1695,Apartment
House Laan van Van der Gaag,2627 BS Delft (Delftzicht),2400,97,4,2,Delft,2400,House
Flat Kromstraat,2611 ER Delft (Centrum),1265,70,2,1,Delft,1265,Apartment
Flat Arthur van Schendelplein 173,2624 CX Delft (Voorhof-Hoogbouw),1495,94,4,1,Delft,1495,Apartment
Studio Derde Werelddreef,2622 HD Delft (Aziëbuurt),979,30,1,1,Delft,979,Studio
Flat Delflandplein,2624 GD Delft (Roland Holstbuurt),830,28,1,1,Delft,830,Apartment
Flat Aart van der Leeuwlaan 1010,2624 MA Delft (Aart van der Leeuwbuurt),2295,92,3,2,Delft,2295,Apartment
Flat Mercuriusweg 145,2624 BC Delft (Mythologiebuurt),1450,65,2,1,Delft,1450,Apartment
House Prof. Bosschastraat 35,2628 HL Delft (Wippolder-Zuid),2575,134,6,1,Delft,2575,House
Flat Oude Delft 128,2611 CG Delft (Centrum),2000,100,2,2,Delft,2000,Apartment
Flat C. Fockstraat,2613 DJ Delft (Ministersbuurt-Oost),2750,80,4,1,Delft,2750,Apartment
Flat Arthur van Schendelplein 43,2624 CP Delft (Voorhof-Hoogbouw),1495,94,4,1,Delft,1495,Apartment
Flat Röntgenweg,2624 BE Delft (Mythologiebuurt),1265,74,3,1,Delft,1265,Apartment
House Trompetstraat,2611 KN Delft (Centrum-Oost),1350,70,3,2,Delft,1350,House
Flat Arthur van Schendelplein 190,2624 CZ Delft (Voorhof-Hoogbouw),1525,94,4,1,Delft,1525,Apartment
Flat Delflandplein,2624 GD Delft (Roland Holstbuurt),1048,47,2,1,Delft,1048,Apartment
Flat Arthur van Schendelplein 184,2624 CZ Delft (Voorhof-Hoogbouw),1595,94,4,1,Delft,1595,Apartment
Flat J.J. Slauerhofflaan,2624 JV Delft (Roland Holstbuurt),2250,116,3,1,Delft,2250,Apartment
Flat Noordeinde,2611 KE Delft (Centrum-West),1870,65,3,2,Delft,1870,Apartment
Flat Noordeinde,2611 KE Delft (Centrum-West),1470,65,3,1,Delft,1470,Apartment
House Yperstraat,2611 SH Delft (In de Veste),3450,114,3,2,Delft,3450,House
House Lambrecht van Linschotenstraat 6,2614 JZ Delft (Marlot),2700,123,5,1,Delft,2700,House
Flat Koornmarkt 16 H,2611 EE Delft (Centrum),3150,62,2,1,Delft,3150,Apartment
House Insulindeweg 268,2612 EN Delft (Indische Buurt-Zuid),2150,128,4,1,Delft,2150,House
House Donkerstraat 8,2611 TG Delft (Centrum-Zuidoost),1550,55,1,1,Delft,1550,House
Flat Tweemolentjeskade,2612 XZ Delft (Bomenwijk),1650,63,3,1,Delft,1650,Apartment
Flat Tweemolentjeskade,2612 XZ Delft (Bomenwijk),1310,42,2,1,Delft,1310,Apartment
Flat Tweemolentjeskade,2612 XZ Delft (Bomenwijk),1296,39,2,1,Delft,1296,Apartment
Flat Tweemolentjeskade,2612 XZ Delft (Bomenwijk),1550,59,2,1,Delft,1550,Apartment
Flat Tweemolentjeskade,2612 XZ Delft (Bomenwijk),1320,43,2,1,Delft,1320,Apartment
Flat Tweemolentjeskade,2612 XZ Delft (Bomenwijk),1700,65,3,1,Delft,1700,Apartment
Flat Tweemolentjeskade,2612 XZ Delft (Bomenwijk),1600,61,3,1,Delft,1600,Apartment
Flat Arthur van Schendelplein 87,2624 CS Delft (Voorhof-Hoogbouw),1655,94,4,1,Delft,1655,Apartment
House Noordeinde,2611 KH Delft (Centrum-West),3400,139,4,1,Delft,3400,House
Flat Noordeinde,2611 KE Delft (Centrum-West),2145,62,2,2,Delft,2145,Apartment
Flat Brabantse Turfmarkt 47 2,2611 CL Delft (Centrum),933,25,1,1,Delft,933,Apartment
Flat Brabantse Turfmarkt 47 1,2611 CL Delft (Centrum),2800,75,3,1,Delft,2800,Apartment
Flat Noordeinde 28 1,2611 KJ Delft (Centrum-West),1700,43,1,1,Delft,1700,Apartment
Flat Noordeinde 28 2,2611 KJ Delft (Centrum-West),1700,43,1,1,Delft,1700,Apartment
Flat Brabantse Turfmarkt,2611 CP Delft (Centrum),1600,40,3,1,Delft,1600,Apartment
Flat Koornmarkt 16,2611 EE Delft (Centrum),2150,55,1,2,Delft,2150,Apartment
Flat Vrouwjuttenland 34,2611 LC Delft (Centrum-Oost),1478,42,2,1,Delft,1478,Apartment
Flat Noordeinde,2611 KJ Delft (Centrum-West),1800,75,2,1,Delft,1800,Apartment
Flat Oude Delft,2611 BA Delft (Centrum-Zuidwest),1050,35,2,1,Delft,1050,Apartment
Flat Adama van Scheltemaplein,2624 PH Delft (Aart van der Leeuwbuurt),1870,92,2,1,Delft,1870,Apartment
House Waterloop 34,2614 XC Delft (Hoornse Hof),2650,160,6,1,Delft,2650,House
House Hopstraat,2611 TA Delft (Centrum-Zuidoost),1240,47,2,1,Delft,1240,House
Flat Koornmarkt,2611 EB Delft (Centrum),2500,100,3,1,Delft,2500,Apartment
Flat Knuttelstraat,2613 XX Delft (Agnetaparkbuurt),1900,80,4,1,Delft,1900,Apartment
Flat Oostsingel 53 B,2612 HD Delft (Koepoort),2750,110,4,1,Delft,2750,Apartment
House Buitenwatersloot 42,2613 ST Delft (Olofsbuurt),1150,35,2,1,Delft,1150,House
Flat Raam,2611 WP Delft (Centrum-Oost),2150,86,3,1,Delft,2150,Apartment
Flat Van Leeuwenhoekpark,2611 DW Delft (Stationsbuurt),2200,69,2,1,Delft,2200,Apartment
Flat Buitenwatersloot,2613 TA Delft (Westerkwartier),4000,156,5,1,Delft,4000,Apartment
House Glaskloksingel,2614 SJ Delft (Den Hoorn),2500,173,5,1,Delft,2500,House
Flat Oostsingel,2612 HL Delft (Indische Buurt-Zuid),2500,130,3,1,Delft,2500,Apartment
House Oog in 't Zeilstraat,2512 CC Den Haag (Zuidwal),3995,149,6,1,Denhaag,3995,House
Flat Gevers Deynootweg,2586 BK Den Haag (Scheveningen Badplaats),2695,93,2,2,Denhaag,2695,Apartment
Flat Palaceplein 198,2587 WK Den Haag (Belgisch Park),2250,90,3,1,Denhaag,2250,Apartment
Flat Kettingstraat,2511 AM Den Haag (Zuidwal),2500,141,3,0,Denhaag,2500,Apartment
Flat Benoordenhoutseweg 249 A,2596 BH Den Haag (Uilennest),2500,125,5,1,Denhaag,2500,Apartment
Flat Segbroeklaan,2565 DK Den Haag (Bloemenbuurt-Oost),1995,110,5,1,Denhaag,1995,Apartment
Flat 1e Lulofsdwarsstraat 6 R,2521 AZ Den Haag (Laakhaven-West),1059,50,2,1,Denhaag,1059,Apartment
Flat Jacob van der Doesstraat,2518 XM Den Haag (Zeeheldenkwartier),2200,70,3,2,Denhaag,2200,Apartment
Flat Breitnerlaan 297,2596 HA Den Haag (Uilennest),1850,96,3,1,Denhaag,1850,Apartment
Flat Gevers Deynootplein 164,2586 CS Den Haag (Scheveningen Badplaats),2980,130,4,2,Denhaag,2980,Apartment
Flat Spui,2511 BP Den Haag (Uilebomen),1179,36,2,1,Denhaag,1179,Apartment
Flat Begoniastraat 206,2565 ST Den Haag (Bloemenbuurt-Oost),2350,105,4,2,Denhaag,2350,Apartment
Flat Scheepersstraat,2572 AP Den Haag (Transvaalkwartier-Midden),1300,63,2,1,Denhaag,1300,Apartment
House Graafschap Hollandlaan 27,2553 MC Den Haag (Kraayenstein en Vroondaal),3900,166,7,1,Denhaag,3900,House
Flat Tasmanstraat 212 A,2518 VT Den Haag (Sweelinckplein en omgeving),2495,83,3,1,Denhaag,2495,Apartment
Flat Edisonstraat 78,2561 BH Den Haag (Valkenboskwartier),2650,110,4,2,Denhaag,2650,Apartment
Flat Luxemburgstraat,2552 RC Den Haag (Kom Loosduinen),1800,121,5,1,Denhaag,1800,Apartment
Flat Waldeck Pyrmontkade,2518 JV Den Haag (Sweelinckplein en omgeving),1750,91,3,1,Denhaag,1750,Apartment
Flat 1e Sweelinckstraat 76 C,2517 GG Den Haag (Sweelinckplein en omgeving),2275,95,3,2,Denhaag,2275,Apartment
Flat Amsterdamse Veerkade,2512 AG Den Haag (Zuidwal),1008,40,2,1,Denhaag,1008,Apartment
Flat Van Boecopkade,2518 LC Den Haag (Rond de Energiecentrale),1335,30,1,2,Denhaag,1335,Apartment
Flat Esperantostraat,2518 LJ Den Haag (Rond de Energiecentrale),1335,30,1,2,Denhaag,1335,Apartment
Flat Schoutenstraat,2596 SK Den Haag (Waalsdorp),2550,108,3,1,Denhaag,2550,Apartment
Flat Menninckstraat 2 bis7,2583 BR Den Haag (Vissershaven),2400,50,2,2,Denhaag,2400,Apartment
Flat Laakweg,2521 SC Den Haag (Laakhaven-Oost),1155,48,2,0,Denhaag,1155,Apartment
Flat Parelmoerhorst 72,2592 SG Den Haag (Burgen en Horsten),1070,82,3,1,Denhaag,1070,Apartment
Flat Junostraat,2516 BR Den Haag (Binckhorst),2200,128,4,2,Denhaag,2200,Apartment
Flat Leuvensestraat,2587 GA Den Haag (Belgisch Park),3250,142,4,1,Denhaag,3250,Apartment
Flat Stuyvesantstraat 160,2593 GR Den Haag (Bezuidenhout-Oost),2250,90,4,1,Denhaag,2250,Apartment
Flat Regentesselaan 183,2562 CX Den Haag (Rond de Energiecentrale),723,30,2,1,Denhaag,723,Apartment
Flat Weimarstraat 120 D,2562 HC Den Haag (Koningsplein en omgeving),843,32,2,1,Denhaag,843,Apartment
Flat Regentesselaan 183 E,2562 CX Den Haag (Rond de Energiecentrale),631,21,1,1,Denhaag,631,Apartment
Flat 1e De Riemerstraat,2513 CV Den Haag (Zeeheldenkwartier),850,40,2,1,Denhaag,850,Apartment
Flat Laan van Meerdervoort,2555 CM Den Haag (Componistenbuurt),2250,85,3,2,Denhaag,2250,Apartment
Studio Indigostraat,2563 RJ Den Haag (Heesterbuurt),720,23,2,2,Denhaag,720,Studio
Flat Groot Hertoginnelaan,2517 ED Den Haag (Stadhoudersplantsoen),848,35,1,0,Denhaag,848,Apartment
Flat Van Lumeystraat,2581 XA Den Haag (Geuzenkwartier),2995,125,3,2,Denhaag,2995,Apartment
Flat Weimarstraat 105,2562 GS Den Haag (Koningsplein en omgeving),2995,150,6,1,Denhaag,2995,Apartment
Flat Van Loostraat 65,2582 XA Den Haag (Statenkwartier),2350,125,4,1,Denhaag,2350,Apartment
Flat Anne Frankstraat,2548 LA Den Haag (Erasmus Veld),1245,69,3,1,Denhaag,1245,Apartment
Flat Anne Frankstraat,2548 LA Den Haag (Erasmus Veld),1134,59,3,1,Denhaag,1134,Apartment
Flat Laan van Nieuw-Oost-Indië 14 F,2593 BT Den Haag (Bezuidenhout-Oost),2500,87,3,2,Denhaag,2500,Apartment
Flat Laan van Nieuw-Oost-Indië 14 D,2593 BT Den Haag (Bezuidenhout-Oost),2250,74,3,1,Denhaag,2250,Apartment
Flat Hellingweg 22,2583 WG Den Haag (Vissershaven),2350,78,2,2,Denhaag,2350,Apartment
Flat Theresiastraat 111 A,2593 AD Den Haag (Bezuidenhout-Midden),1995,86,2,2,Denhaag,1995,Apartment
Flat Hellingweg 16 B,2583 WG Den Haag (Vissershaven),2250,70,2,2,Denhaag,2250,Apartment
Flat Valkenboskade 631,2563 JG Den Haag (Bomenbuurt),3950,180,6,1,Denhaag,3950,Apartment
House Hart Nibbrigkade,2597 XX Den Haag (Uilennest),2695,113,3,2,Denhaag,2695,House
Flat De Ruijterstraat 33,2518 AN Den Haag (Zeeheldenkwartier),4750,220,4,2,Denhaag,4750,Apartment
Flat 1e Lulofsdwarsstraat 8,2521 AZ Den Haag (Laakhaven-West),1002,39,1,1,Denhaag,1002,Apartment
Flat Escamplaan 744,2547 EV Den Haag (Leyenburg),1450,82,4,1,Denhaag,1450,Apartment
Flat Huijgenspark,2515 BB Den Haag (Huygenspark),2494,146,4,2,Denhaag,2494,Apartment
Flat Dirk Hoogenraadstraat,2586 TN Den Haag (Scheveningen Badplaats),349,12,1,1,Denhaag,349,Apartment
Room Dirk Hoogenraadstraat,2586 TN Den Haag (Scheveningen Badplaats),591,20,1,1,Denhaag,591,Room
Flat 1e Lulofsdwarsstraat 6 L,2521 AZ Den Haag (Laakhaven-West),1750,73,3,1,Denhaag,1750,Apartment
Flat Prins Willem-Alexanderweg 169,2595 BT Den Haag (Bezuidenhout-West),2750,134,3,1,Denhaag,2750,Apartment
Flat Goeverneurlaan,2523 BP Den Haag (Laakkwartier-Oost),2000,95,4,0,Denhaag,2000,Apartment
Flat Archimedesstraat,2517 RX Den Haag (Sweelinckplein en omgeving),3250,175,4,2,Denhaag,3250,Apartment
Flat Van Neckstraat 102,2597 SH Den Haag (Duinzigt),3500,124,5,1,Denhaag,3500,Apartment
Flat Badhuisweg,2587 CG Den Haag (Belgisch Park),2550,90,3,2,Denhaag,2550,Apartment
Studio Esperantostraat,2518 LJ Den Haag (Rond de Energiecentrale),1335,30,1,2,Denhaag,1335,Studio
Flat Anna van Buerenplein 232,2595 DE Den Haag (Rivierenbuurt-Noord),3250,101,3,1,Denhaag,3250,Apartment
Flat Van Musschenbroekstraat,2522 AH Den Haag (Laakkwartier-Oost),1150,79,4,1,Denhaag,1150,Apartment
Flat 1e Lulofsdwarsstraat 16 G,2521 AZ Den Haag (Laakhaven-West),1850,79,3,1,Denhaag,1850,Apartment
House Ellertsveldlaan 99,2548 ND Den Haag (Hoge Veld),3000,170,6,1,Denhaag,3000,House
Flat Groot Hertoginnelaan,2517 EX Den Haag (Sweelinckplein en omgeving),2850,124,5,1,Denhaag,2850,Apartment
Flat Deltapromenade 419,2554 GX Den Haag (Kijkduin),2750,97,3,1,Denhaag,2750,Apartment
Flat Wassenaarseweg 39 A,2596 CG Den Haag (Nassaubuurt),2050,88,3,1,Denhaag,2050,Apartment
Flat Wilhelminastraat,2595 EM Den Haag (Bezuidenhout-Midden),1750,92,4,1,Denhaag,1750,Apartment
Flat Kettingstraat,2511 AM Den Haag (Zuidwal),3300,250,4,1,Denhaag,3300,Apartment
House Westmadeweg 72,2553 EM Den Haag (Kraayenstein en Vroondaal),3750,172,6,1,Denhaag,3750,House
Flat Turfhaven,2511 DK Den Haag (Uilebomen),1115,52,2,1,Denhaag,1115,Apartment
Flat Junostraat,2516 BR Den Haag (Binckhorst),1400,45,2,2,Denhaag,1400,Apartment
Flat Hooftskade 6,2526 KA Den Haag (Schildersbuurt-Noord),2150,74,3,1,Denhaag,2150,Apartment
Flat De Perponcherstraat,2518 ST Den Haag (Koningsplein en omgeving),2050,67,2,1,Denhaag,2050,Apartment
House Guirlande 205,2496 WX Den Haag (Bosweide),4750,220,6,1,Denhaag,4750,House
Flat Regentesselaan,2562 CT Den Haag (Koningsplein en omgeving),2495,75,3,1,Denhaag,2495,Apartment
Flat Lange Houtstraat,2511 CV Den Haag (Voorhout),2795,130,5,1,Denhaag,2795,Apartment
House Gevers Deynootweg,2586 HL Den Haag (Belgisch Park),3200,255,5,1,Denhaag,3200,House
Flat Escamplaan,2547 EW Den Haag (Leyenburg),1712,93,3,0,Denhaag,1712,Apartment
Flat Larixstraat 25,2565 HD Den Haag (Bloemenbuurt-Oost),2500,95,3,1,Denhaag,2500,Apartment
Flat Van Boetzelaerlaan 96 b,2581 AM Den Haag (Geuzenkwartier),1925,71,3,1,Denhaag,1925,Apartment
Flat 1e Lulofsdwarsstraat 16 B,2521 AZ Den Haag (Laakhaven-West),2225,105,4,1,Denhaag,2225,Apartment
Flat Burgemeester De Monchyplein 132,2585 DG Den Haag (Archipelbuurt),3995,179,4,1,Denhaag,3995,Apartment
Flat Paul Krugerlaan 235,2571 HH Den Haag (Transvaalkwartier-Midden),1069,55,3,2,Denhaag,1069,Apartment
Studio Fahrenheitstraat 224 A,2561 EH Den Haag (Valkenboskwartier),836,31,1,1,Denhaag,836,Studio
Flat Prinsegracht 211,2512 EE Den Haag (Kortenbos),2500,111,4,2,Denhaag,2500,Apartment
Flat Prinsegracht 176 B,2512 GG Den Haag (Zuidwal),1850,62,2,1,Denhaag,1850,Apartment
House Roelofsstraat,2596 VN Den Haag (Van Hoytemastraat en omgeving),3500,200,7,1,Denhaag,3500,House
Flat Mauritskade 57,2514 HG Den Haag (Voorhout),3450,120,4,1,Denhaag,3450,Apartment
Flat Haagsestraat,2587 TG Den Haag (Belgisch Park),2800,135,4,1,Denhaag,2800,Apartment
Flat Noordeinde,2514 GJ Den Haag (Kortenbos),1595,98,2,0,Denhaag,1595,Apartment
Flat Gedempte Gracht,2512 AM Den Haag (Zuidwal),2595,101,3,2,Denhaag,2595,Apartment
Flat Loosduinseweg 783 D,2571 AN Den Haag (Valkenboskwartier),783,29,2,1,Denhaag,783,Apartment
Flat Wingerdstraat 63,2565 VB Den Haag (Bloemenbuurt-Oost),1950,109,3,1,Denhaag,1950,Apartment
Flat Anna van Buerenplein,2595 DE Den Haag (Rivierenbuurt-Noord),4500,114,4,2,Denhaag,4500,Apartment
Flat Westeinde,2512 HD Den Haag (Kortenbos),1250,30,1,1,Denhaag,1250,Apartment
Flat Reinwardtstraat 88,2522 AE Den Haag (Laakkwartier-Oost),1190,52,4,1,Denhaag,1190,Apartment
Flat Hoogstraat,2513 AP Den Haag (Voorhout),2100,109,3,1,Denhaag,2100,Apartment
Flat Oude Haagweg,2552 EP Den Haag (Houtwijk),1995,107,3,0,Denhaag,1995,Apartment
Flat Helmersstraat,2513 SC Den Haag (Zeeheldenkwartier),2800,140,4,2,Denhaag,2800,Apartment
House Zandzeggelaan 199,2554 HM Den Haag (Kijkduin),3500,139,5,1,Denhaag,3500,House
Flat Molenstraat 15 D,2513 BH Den Haag (Kortenbos),1795,56,3,2,Denhaag,1795,Apartment
Flat Turfhaven,2511 DK Den Haag (Uilebomen),1240,58,2,2,Denhaag,1240,Apartment
Flat Loosduinseweg 373 E 2,2571 AE Den Haag (Rond de Energiecentrale),2000,96,4,1,Denhaag,2000,Apartment
Flat Charlotte de Bourbonstraat,2595 VM Den Haag (Bezuidenhout-West),3075,85,4,2,Denhaag,3075,Apartment
Studio Badhuisstraat,2584 HD Den Haag (Visserijbuurt),1840,20,2,2,Denhaag,1840,Studio
Flat Keizerstraat,2584 BJ Den Haag (Scheveningen Badplaats),2750,30,3,2,Denhaag,2750,Apartment
Flat Escamplaan,2547 EW Den Haag (Leyenburg),1707,73,3,0,Denhaag,1707,Apartment
Flat Mesdagstraat 92,2596 XZ Den Haag (Nassaubuurt),2600,101,4,1,Denhaag,2600,Apartment
Flat Kalvermarkt,2511 CB Den Haag (Uilebomen),3875,125,4,1,Denhaag,3875,Apartment
Flat Jozef Israëlslaan,2596 AP Den Haag (Nassaubuurt),2750,132,4,0,Denhaag,2750,Apartment
Flat Galvanistraat,2517 RD Den Haag (Sweelinckplein en omgeving),1019,53,2,1,Denhaag,1019,Apartment
Flat Bosschestraat,2587 HG Den Haag (Belgisch Park),3250,152,5,1,Denhaag,3250,Apartment
Flat 2e Sweelinckstraat,2517 GZ Den Haag (Sweelinckplein en omgeving),2694,91,4,1,Denhaag,2694,Apartment
Flat Laan Copes van Cattenburch 77 A,2585 EW Den Haag (Archipelbuurt),3000,113,3,1,Denhaag,3000,Apartment
Flat Perenstraat,2564 SJ Den Haag (Vruchtenbuurt),1630,70,3,1,Denhaag,1630,Apartment
Flat Laakweg,2521 SC Den Haag (Laakhaven-Oost),1162,50,2,0,Denhaag,1162,Apartment
House Reijerskopstraat 36,2493 WK Den Haag (Rietbuurt),2850,131,4,1,Denhaag,2850,House
Flat Lange Houtstraat,2511 CV Den Haag (Voorhout),2750,137,4,1,Denhaag,2750,Apartment
Flat Van de Spiegelstraat 19 J,2518 ES Den Haag (Zeeheldenkwartier),2495,67,3,1,Denhaag,2495,Apartment
Flat Laan van Roos en Doorn 37 Q,2514 BC Den Haag (Willemspark),2250,93,4,1,Denhaag,2250,Apartment
Room Gevers Deynootweg,2586 BK Den Haag (Scheveningen Badplaats),795,18,1,2,Denhaag,795,Room
Flat Stevinstraat,2587 ER Den Haag (Belgisch Park),3195,132,6,2,Denhaag,3195,Apartment
Flat 1e Lulofsdwarsstraat 12 B,2521 AZ Den Haag (Laakhaven-West),1865,80,3,1,Denhaag,1865,Apartment
Flat Cypresstraat,2565 MA Den Haag (Bomenbuurt),2650,88,4,2,Denhaag,2650,Apartment
Flat Fahrenheitstraat 261,2561 DV Den Haag (Valkenboskwartier),2150,61,3,1,Denhaag,2150,Apartment
House Frits Diepenlaan 32,2497 DK Den Haag (Singels),2850,133,6,1,Denhaag,2850,House
Flat Prins Willem-Alexanderweg 193,2595 BT Den Haag (Bezuidenhout-West),2800,135,3,1,Denhaag,2800,Apartment
Flat Eisenhowerlaan,2517 KP Den Haag (Statenkwartier),2165,96,3,1,Denhaag,2165,Apartment
Flat Maanplein,2516 CK Den Haag (Binckhorst),2100,95,3,1,Denhaag,2100,Apartment
Flat Obrechtstraat,2517 VT Den Haag (Sweelinckplein en omgeving),2500,85,3,1,Denhaag,2500,Apartment
Flat Tasmanstraat 162,2518 VS Den Haag (Zeeheldenkwartier),4250,187,5,1,Denhaag,4250,Apartment
Flat Rossinilaan 375,2551 MV Den Haag (Nieuw Waldeck),1750,65,2,1,Denhaag,1750,Apartment
House Graafschap Hollandlaan 75,2553 MC Den Haag (Kraayenstein en Vroondaal),3250,165,6,1,Denhaag,3250,House
House Sportlaan,2566 KD Den Haag (Vogelwijk),2845,173,4,2,Denhaag,2845,House
Flat De Constant Rebecquestraat,2518 RD Den Haag (Rond de Energiecentrale),2400,80,3,2,Denhaag,2400,Apartment
Flat Eliasstraat,2522 CB Den Haag (Noordpolderbuurt),2250,92,4,2,Denhaag,2250,Apartment
Flat Bragastraat,2523 HJ Den Haag (Laakkwartier-West),615,28,2,1,Denhaag,615,Apartment
Flat Burgemeester De Monchyplein 42,2585 DD Den Haag (Archipelbuurt),2750,87,3,2,Denhaag,2750,Apartment
House Zwanenlaan,2566 EM Den Haag (Vogelwijk),3650,169,4,1,Denhaag,3650,House
House Arend Vijfvinkelplein,2552 RX Den Haag (Houtwijk),3200,139,6,2,Denhaag,3200,House
House Wim Sonneveldplein,2548 ZH Den Haag (Zonne Veld),2750,135,6,2,Denhaag,2750,House
Flat Stalpertstraat,2597 RS Den Haag (Duinzigt),2895,95,3,2,Denhaag,2895,Apartment
Flat Boomsluiterskade 240,2511 VJ Den Haag (Rivierenbuurt-Noord),2250,115,3,2,Denhaag,2250,Apartment
Flat Copernicuslaan,2561 VH Den Haag (Valkenboskwartier),2150,102,5,1,Denhaag,2150,Apartment
House Veenendaalkade,2547 BB Den Haag (Leyenburg),1394,90,2,1,Denhaag,1394,House
Flat Maziestraat,2514 GT Den Haag (Kortenbos),2600,101,3,1,Denhaag,2600,Apartment
Flat Waldeck Pyrmontkade 111,2518 JR Den Haag (Zeeheldenkwartier),2395,95,3,2,Denhaag,2395,Apartment
Flat Vondelstraat,2513 EW Den Haag (Zeeheldenkwartier),2495,95,3,1,Denhaag,2495,Apartment
Flat Oude Haagweg,2552 EP Den Haag (Houtwijk),2095,93,3,0,Denhaag,2095,Apartment
Flat Veenkade,2513 EJ Den Haag (Zeeheldenkwartier),746,35,1,1,Denhaag,746,Apartment
Flat Boekweitkamp,2592 XT Den Haag (Kampen),2200,85,3,1,Denhaag,2200,Apartment
Flat Boekweitkamp,2592 XT Den Haag (Kampen),2250,85,3,1,Denhaag,2250,Apartment
Flat Frankenslag 90,2582 HT Den Haag (Statenkwartier),3695,141,5,1,Denhaag,3695,Apartment
Flat Statenplein 2 B,2582 EW Den Haag (Statenkwartier),3950,135,3,1,Denhaag,3950,Apartment
Flat Westeinde,2512 HE Den Haag (Kortenbos),2000,73,3,1,Denhaag,2000,Apartment
Flat Witte de Withstraat,2518 CT Den Haag (Zeeheldenkwartier),2495,87,3,2,Denhaag,2495,Apartment
Flat Burgemeester De Monchyplein 218,2585 DJ Den Haag (Archipelbuurt),2750,89,3,1,Denhaag,2750,Apartment
Flat Van Hoytemastraat,2596 EP Den Haag (Van Hoytemastraat en omgeving),3250,140,6,1,Denhaag,3250,Apartment
Flat Van Stolkweg 14 5,2585 JR Den Haag (Van Stolkpark en Scheveningse Bosjes),2900,131,4,1,Denhaag,2900,Apartment
Flat De Savornin Lohmanlaan 77,2566 AJ Den Haag (Bosjes van Pex),2950,125,5,2,Denhaag,2950,Apartment
Flat Plesmanweg,2597 JG Den Haag (Duttendel),2700,102,3,1,Denhaag,2700,Apartment
House Westerbaenstraat,2513 GG Den Haag (Zeeheldenkwartier),1745,72,3,1,Denhaag,1745,House
Flat Breitnerlaan 340,2596 HH Den Haag (Uilennest),2150,102,4,1,Denhaag,2150,Apartment
Flat Koningin Sophiestraat,2595 TM Den Haag (Bezuidenhout-Midden),3415,95,3,1,Denhaag,3415,Apartment
Flat Fijnjekade 185,2521 DT Den Haag (Laakhaven-Oost),1600,76,3,1,Denhaag,1600,Apartment
Flat Westeinde,2512 HD Den Haag (Kortenbos),1595,42,2,2,Denhaag,1595,Apartment
Flat Noordwal 47,2513 EB Den Haag (Kortenbos),2150,101,4,1,Denhaag,2150,Apartment
Room Reinwardtstraat,2522 AG Den Haag (Laakkwartier-Oost),492,6,2,2,Denhaag,492,Room
Flat Van Stolkweg 14 A,2585 JR Den Haag (Van Stolkpark en Scheveningse Bosjes),2250,76,3,1,Denhaag,2250,Apartment
Flat Paulinastraat,2595 GK Den Haag (Bezuidenhout-Midden),3000,120,4,2,Denhaag,3000,Apartment
Flat Nicolaas Tulpstraat,2563 XL Den Haag (Valkenboskwartier),1500,25,1,1,Denhaag,1500,Apartment
House Balistraat 16,2585 XS Den Haag (Archipelbuurt),5250,272,10,1,Denhaag,5250,House
House Boswinde 185,2496 WK Den Haag (Bosweide),4250,177,6,1,Denhaag,4250,House
Flat Jozef Israëlsplein,2596 AS Den Haag (Nassaubuurt),1550,82,2,0,Denhaag,1550,Apartment
Flat Lunterenstraat 289 A,2573 PL Den Haag (Oostbroek-Noord),2060,82,4,1,Denhaag,2060,Apartment
Flat Dr. Lelykade 196 E,2583 CN Den Haag (Vissershaven),3850,157,4,1,Denhaag,3850,Apartment
Flat Jozef Israëlsplein,2596 AT Den Haag (Nassaubuurt),2450,102,3,2,Denhaag,2450,Apartment
Flat Laan van Roos en Doorn,2514 BC Den Haag (Willemspark),2295,98,3,2,Denhaag,2295,Apartment
House Badhuisweg,2597 JS Den Haag (Duttendel),7500,348,8,2,Denhaag,7500,House
Flat Juliana van Stolberglaan 196,2595 CM Den Haag (Bezuidenhout-Oost),1995,93,4,1,Denhaag,1995,Apartment
Flat Frederikstraat 689,2514 LT Den Haag (Willemspark),2200,58,2,2,Denhaag,2200,Apartment
House Fluitschiplaan 255,2496 XX Den Haag (De Venen),3000,141,5,2,Denhaag,3000,House
House Toussaintkade 7,2513 CJ Den Haag (Kortenbos),3500,128,4,2,Denhaag,3500,House
Flat 1e Sweelinckstraat 20,2517 GC Den Haag (Sweelinckplein en omgeving),3500,137,3,2,Denhaag,3500,Apartment
Flat Groot Hertoginnelaan,2517 ED Den Haag (Stadhoudersplantsoen),1895,70,3,1,Denhaag,1895,Apartment
Flat Vijzelstraat,2584 GN Den Haag (Visserijbuurt),1755,58,3,2,Denhaag,1755,Apartment
Flat Bezuidenhoutseweg,2594 AC Den Haag (Rivierenbuurt-Noord),2700,101,3,2,Denhaag,2700,Apartment
Flat Heulstraat 23,2514 ER Den Haag (Voorhout),4000,195,7,1,Denhaag,4000,Apartment
Flat Anna van Buerenplein,2595 DD Den Haag (Rivierenbuurt-Noord),2744,101,3,1,Denhaag,2744,Apartment
Flat Jan Willem Frisohof 52,2517 LA Den Haag (Zorgvliet),3950,166,4,1,Denhaag,3950,Apartment
