Name,Location,Price,Area,Rooms,Interior,City,price,Property_type
Flat Van Suchtelen van de Haarestraat,1068 GV Amsterdam (Osdorp-Oost),3000,94,4,1,Amsterdam,3000,Apartment
Flat Van Rensselaerstraat,1058 XR Amsterdam (Westindische Buurt),3250,107,3,1,Amsterdam,3250,Apartment
Flat Marnixstraat,1016 TJ Amsterdam (Jordaan),2900,119,3,2,Amsterdam,2900,Apartment
Flat Boeroestraat,1095 VP Amsterdam (Indische Buurt-Oost),2450,65,3,2,Amsterdam,2450,Apartment
Flat Waldenlaan,1093 NH Amsterdam (Dapperbuurt),3250,80,3,1,Amsterdam,3250,Apartment
Flat IJburglaan,1086 XT Amsterdam (IJburg-West),2500,100,2,1,Amsterdam,2500,Apartment
Flat Rijnlandlaan 327,1062 MX Amsterdam (Westlandgracht),2400,63,3,1,Amsterdam,2400,Apartment
Flat Bloemgracht 77 A,1016 KG Amsterdam (Jordaan),3750,80,3,2,Amsterdam,3750,Apartment
Flat Prinsengracht,1016 HP Amsterdam (Grachtengordel-West),5500,177,3,1,Amsterdam,5500,Apartment
Flat Derde Kostverlorenkade,1054 TN Amsterdam (Overtoomse Sluis),3659,75,3,2,Amsterdam,3659,Apartment
Flat Weteringschans 161 T,1017 SE Amsterdam (De Weteringschans),2250,72,2,1,Amsterdam,2250,Apartment
Flat De Lairessestraat,1071 PJ Amsterdam (Museumkwartier),3950,135,4,2,Amsterdam,3950,Apartment
Flat Jan Luijkenstraat 70 C,1071 CS Amsterdam (Museumkwartier),2750,75,3,1,Amsterdam,2750,Apartment
Flat Oudezijds Voorburgwal 183 V2,1012 EW Amsterdam (Burgwallen-Oude Zijde),2650,85,3,2,Amsterdam,2650,Apartment
Flat Oudeschans 81 B,1011 KW Amsterdam (Nieuwmarkt/Lastage),2100,58,2,2,Amsterdam,2100,Apartment
House Pieter A. van Heijningestraat,1035 SZ Amsterdam (Kadoelen),2750,116,4,2,Amsterdam,2750,House
Flat Vaartstraat 28 3,1075 RP Amsterdam (Schinkelbuurt),2950,95,3,2,Amsterdam,2950,Apartment
Flat Gijsbrecht van Aemstelstraat 23 H,1091 TB Amsterdam (Weesperzijde),3800,120,6,2,Amsterdam,3800,Apartment
Flat Okeghemstraat 35,1075 PL Amsterdam (Willemspark),4000,120,4,1,Amsterdam,4000,Apartment
Flat Jan Pieter Heijestraat,1054 MG Amsterdam (Helmersbuurt),2900,80,3,2,Amsterdam,2900,Apartment
Flat Van Hogendorpstraat,1051 BM Amsterdam (Staatsliedenbuurt),2500,65,2,1,Amsterdam,2500,Apartment
Flat Pieter Goosstraat 14,1018 LA Amsterdam (Oostelijke Eilanden/Kadijken),1251,43,1,1,Amsterdam,1251,Apartment
Flat Oleanderstraat,1031 GP Amsterdam (Volewijck),2799,92,3,1,Amsterdam,2799,Apartment
Flat Elizabeth Cady Stantonplein 112,1102 BL Amsterdam (Amsterdamse Poort e.o.),740,27,1,1,Amsterdam,740,Apartment
Flat Beethovenstraat,1077 JD Amsterdam (Prinses Irenebuurt e.o.),2925,72,3,1,Amsterdam,2925,Apartment
Flat Elegaststraat,1055 TH Amsterdam (Erasmuspark),2100,50,2,1,Amsterdam,2100,Apartment
Flat Noordzijde,1064 ME Amsterdam (Slotermeer-Zuidoost),2500,75,3,2,Amsterdam,2500,Apartment
Flat De Kempenaerstraat,1051 CN Amsterdam (Staatsliedenbuurt),2225,42,3,1,Amsterdam,2225,Apartment
Flat Eerste Helmersstraat,1054 DW Amsterdam (Helmersbuurt),3625,125,4,1,Amsterdam,3625,Apartment
Flat Nieuwpoortstraat 94 D 14,1055 RZ Amsterdam (Landlust),2750,84,3,2,Amsterdam,2750,Apartment
Flat Keizersgracht,1015 CL Amsterdam (Grachtengordel-West),3500,105,2,2,Amsterdam,3500,Apartment
Flat Geelvinckssteeg,1017 BE Amsterdam (Grachtengordel-Zuid),2400,56,3,1,Amsterdam,2400,Apartment
Flat Keizersgracht 445 A,1017 DJ Amsterdam (Grachtengordel-Zuid),8500,300,7,1,Amsterdam,8500,Apartment
Flat Cornelis Schuytstraat,1071 JE Amsterdam (Museumkwartier),4250,115,4,1,Amsterdam,4250,Apartment
Flat Marnixkade,1015 XN Amsterdam (Jordaan),2750,95,5,1,Amsterdam,2750,Apartment
House Mattenbiesstraat 125,1087 GC Amsterdam (IJburg-West),3050,149,4,1,Amsterdam,3050,House
Flat Gustav Mahlerlaan 549 C,1082 MK Amsterdam (Zuidas),3950,94,3,1,Amsterdam,3950,Apartment
Flat Patroclosstraat,1076 NH Amsterdam (Stadionbuurt),3750,103,4,1,Amsterdam,3750,Apartment
Flat Johan Jongkindstraat,1062 DK Amsterdam (Overtoomse Veld),2475,90,3,1,Amsterdam,2475,Apartment
Flat Gerard Doustraat 67 C,1072 VL Amsterdam (Oude Pijp),3000,86,3,1,Amsterdam,3000,Apartment
Flat Joh.M. Coenenstraat,1071 WH Amsterdam (Museumkwartier),3400,100,4,1,Amsterdam,3400,Apartment
House Vondelstraat 48,1054 GE Amsterdam (Vondelparkbuurt),10000,388,8,1,Amsterdam,10000,House
Flat De Genestetstraat,1054 AW Amsterdam (Helmersbuurt),3300,120,4,2,Amsterdam,3300,Apartment
Flat Sint Willibrordusstraat 111 E,1073 VB Amsterdam (Nieuwe Pijp),2350,50,3,1,Amsterdam,2350,Apartment
House Tjotterspad,1081 KD Amsterdam (Buitenveldert-West),2750,60,4,2,Amsterdam,2750,House
Flat Govert Flinckstraat,1073 CH Amsterdam (Oude Pijp),2950,73,3,1,Amsterdam,2950,Apartment
Flat Krooswijkhof 46,1082 PA Amsterdam (Buitenveldert-Oost),1950,101,3,0,Amsterdam,1950,Apartment
Flat Haarlemmermeerstraat,1058 JW Amsterdam (Hoofddorppleinbuurt),2450,58,3,1,Amsterdam,2450,Apartment
House Boy Edgarstraat,1066 GR Amsterdam (Sloten/Nieuw-Sloten),2600,110,4,2,Amsterdam,2600,House
Flat Pontsteiger 139,1014 ZP Amsterdam (Houthavens),7000,184,3,1,Amsterdam,7000,Apartment
Flat Johannes Verhulststraat 60 2,1071 NG Amsterdam (Museumkwartier),2450,62,3,1,Amsterdam,2450,Apartment
Flat Tugelaweg,1092 VE Amsterdam (Transvaalbuurt),2750,60,2,1,Amsterdam,2750,Apartment
Flat Mary van der Sluisstraat,1095 ME Amsterdam (Zeeburgereiland/Bovendiep),2500,95,3,1,Amsterdam,2500,Apartment
Flat Lijnbaansgracht,1016 VX Amsterdam (Jordaan),2900,79,2,2,Amsterdam,2900,Apartment
Flat Eerste Jan van der Heijdenstraat 34 B,1072 TV Amsterdam (Oude Pijp),2850,70,3,1,Amsterdam,2850,Apartment
Flat Beethovenstraat,1077 HX Amsterdam (Apollobuurt),3200,100,3,1,Amsterdam,3200,Apartment
Flat Sumatrastraat 108 D,1094 NK Amsterdam (Indische Buurt-West),1975,98,3,1,Amsterdam,1975,Apartment
Flat Ruysdaelstraat,1071 XE Amsterdam (Museumkwartier),2500,54,3,1,Amsterdam,2500,Apartment
Flat Maria Austriastraat,1087 KJ Amsterdam (IJburg-West),2350,52,2,1,Amsterdam,2350,Apartment
Flat Korte Ouderkerkerdijk 1 R 2,1096 AC Amsterdam (Omval/Overamstel),3850,111,3,1,Amsterdam,3850,Apartment
Flat Bennebroekstraat 6 2,1058 LL Amsterdam (Hoofddorppleinbuurt),2500,69,3,1,Amsterdam,2500,Apartment
Flat Rupelmonde 80,1081 GS Amsterdam (Buitenveldert-West),2500,70,3,1,Amsterdam,2500,Apartment
Flat Barbusselaan,1102 TX Amsterdam (Venserpolder),1850,70,3,2,Amsterdam,1850,Apartment
Flat Fokke Simonszstraat,1017 TE Amsterdam (De Weteringschans),3450,81,2,2,Amsterdam,3450,Apartment
Flat Florence Pricehof,1081 LG Amsterdam (Zuidas),3300,110,4,1,Amsterdam,3300,Apartment
Flat Florence Pricehof,1081 LG Amsterdam (Zuidas),3450,115,4,1,Amsterdam,3450,Apartment
Flat Kanteel 10,1083 DA Amsterdam (Buitenveldert-Oost),2500,97,3,2,Amsterdam,2500,Apartment
Flat Coöperatiehof,1073 JR Amsterdam (Zuid Pijp),2600,75,3,2,Amsterdam,2600,Apartment
Flat De Lairessestraat,1071 PL Amsterdam (Museumkwartier),3725,119,3,1,Amsterdam,3725,Apartment
Studio Albert Cuypstraat,1073 BL Amsterdam (Oude Pijp),2650,65,2,1,Amsterdam,2650,Studio
Flat Ceintuurbaan,1072 GA Amsterdam (Oude Pijp),2475,60,3,1,Amsterdam,2475,Apartment
Flat Rubensstraat,1077 MJ Amsterdam (Apollobuurt),3500,75,3,2,Amsterdam,3500,Apartment
Flat Jan Evertsenstraat,1057 BV Amsterdam (Hoofdweg e.o.),2625,74,3,1,Amsterdam,2625,Apartment
Flat Jan van Duivenvoordestraat 47,1067 MT Amsterdam (Geuzenveld),2800,96,4,1,Amsterdam,2800,Apartment
Flat Ben Viljoenstraat,1091 XT Amsterdam (Transvaalbuurt),2750,85,4,2,Amsterdam,2750,Apartment
Flat Maassluisstraat,1062 GA Amsterdam (Westlandgracht),3300,115,4,2,Amsterdam,3300,Apartment
Flat Postjeskade,1058 DG Amsterdam (Westindische Buurt),1400,40,2,2,Amsterdam,1400,Apartment
Flat Weesperzijde,1091 EH Amsterdam (Weesperzijde),2950,135,4,2,Amsterdam,2950,Apartment
Flat Herengracht,1016 BE Amsterdam (Grachtengordel-West),3000,70,3,2,Amsterdam,3000,Apartment
Flat Keizersgracht,1017 DL Amsterdam (Grachtengordel-Zuid),3750,110,3,2,Amsterdam,3750,Apartment
Flat Radarweg 290,1043 NV Amsterdam (Sloterdijk Nieuw-West),3950,201,7,1,Amsterdam,3950,Apartment
Flat Van Ostadestraat,1072 TH Amsterdam (Nieuwe Pijp),2725,59,3,1,Amsterdam,2725,Apartment
Flat Derde Kostverlorenkade,1054 TN Amsterdam (Overtoomse Sluis),3880,85,3,2,Amsterdam,3880,Apartment
Flat Overtoom,1054 HV Amsterdam (Vondelparkbuurt),2600,81,3,2,Amsterdam,2600,Apartment
Flat Van Tuyll van Serooskerkenweg,1076 JK Amsterdam (Stadionbuurt),3225,63,3,1,Amsterdam,3225,Apartment
Flat Albrecht Dürerstraat,1077 LW Amsterdam (Apollobuurt),4250,161,4,1,Amsterdam,4250,Apartment
Flat Sarphatistraat 24 G,1018 GK Amsterdam (Weesperbuurt/Plantage),3250,61,3,1,Amsterdam,3250,Apartment
Flat Singel 212 A,1016 AB Amsterdam (Grachtengordel-West),3000,102,4,1,Amsterdam,3000,Apartment
Flat Prins Hendrikkade 107 1,1011 AJ Amsterdam (Nieuwmarkt/Lastage),2500,85,2,2,Amsterdam,2500,Apartment
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),2750,75,3,1,Amsterdam,2750,Apartment
Flat Gustav Mahlerplein,1082 MS Amsterdam (Zuidas),7250,175,4,1,Amsterdam,7250,Apartment
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),2850,79,4,1,Amsterdam,2850,Apartment
Flat Knollendamstraat 4 3,1013 TN Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),3000,104,3,2,Amsterdam,3000,Apartment
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),3250,98,4,1,Amsterdam,3250,Apartment
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),3500,111,4,1,Amsterdam,3500,Apartment
Flat Kometensingel,1033 BX Amsterdam (Oostzanerwerf),3975,150,5,1,Amsterdam,3975,Apartment
Flat Rupelmonde 27,1081 GP Amsterdam (Buitenveldert-West),2600,63,3,1,Amsterdam,2600,Apartment
Flat Sarphatistraat 686,1018 AV Amsterdam (Oostelijke Eilanden/Kadijken),2500,75,2,1,Amsterdam,2500,Apartment
Flat Nieuwe Prinsengracht,1018 VV Amsterdam (Weesperbuurt/Plantage),3750,123,4,1,Amsterdam,3750,Apartment
Flat Schoorlstraat,1024 PV Amsterdam (Waterlandpleinbuurt),2250,75,4,2,Amsterdam,2250,Apartment
Flat Kloveniersburgwal,1011 JX Amsterdam (Nieuwmarkt/Lastage),4650,158,3,1,Amsterdam,4650,Apartment
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),3197,110,2,1,Amsterdam,3197,Apartment
Flat Haarlemmerweg 484,1014 BL Amsterdam (Sloterdijk-West),2750,74,3,2,Amsterdam,2750,Apartment
Flat Passeerdersstraat,1016 ZA Amsterdam (Jordaan),2750,60,2,2,Amsterdam,2750,Apartment
Flat Bocholtstraat,1066 ML Amsterdam (Sloten/Nieuw-Sloten),3000,90,4,1,Amsterdam,3000,Apartment
Flat Nieuwezijds Voorburgwal,1012 SJ Amsterdam (Burgwallen-Nieuwe Zijde),2500,83,2,1,Amsterdam,2500,Apartment
Flat Admiraal De Ruijterweg,1055 MB Amsterdam (Landlust),2975,67,4,1,Amsterdam,2975,Apartment
Flat Herengracht,1017 CJ Amsterdam (Grachtengordel-Zuid),2995,72,3,2,Amsterdam,2995,Apartment
Flat Hemonylaan,1074 BE Amsterdam (Oude Pijp),2525,51,3,1,Amsterdam,2525,Apartment
Flat Amstelboulevard 24,1096 HH Amsterdam (Omval/Overamstel),2855,144,3,1,Amsterdam,2855,Apartment
Flat Van Ostadestraat 10 3,1072 SX Amsterdam (Nieuwe Pijp),2650,51,3,2,Amsterdam,2650,Apartment
Flat Sloterkade,1058 HG Amsterdam (Hoofddorppleinbuurt),3250,95,3,2,Amsterdam,3250,Apartment
Flat Willem Frederik Hermansstraat,1011 DG Amsterdam (Nieuwmarkt/Lastage),2900,90,3,2,Amsterdam,2900,Apartment
Flat Lomanstraat,1075 PW Amsterdam (Willemspark),2925,85,2,1,Amsterdam,2925,Apartment
Flat Rozengracht 55 1,1016 LS Amsterdam (Jordaan),4250,107,4,2,Amsterdam,4250,Apartment
Flat Badhuiskade,1031 KV Amsterdam (Noordelijke IJ-oevers-West),3200,81,3,1,Amsterdam,3200,Apartment
Flat De Lairessestraat 124 E,1071 PL Amsterdam (Museumkwartier),3500,95,3,1,Amsterdam,3500,Apartment
Flat Valkenburgerstraat 30 L,1011 LZ Amsterdam (Nieuwmarkt/Lastage),3000,90,3,2,Amsterdam,3000,Apartment
Flat Da Costakade,1053 WG Amsterdam (Da Costabuurt),3200,73,2,1,Amsterdam,3200,Apartment
Flat Oranje-Vrijstaatplein,1093 NG Amsterdam (Dapperbuurt),2994,100,3,2,Amsterdam,2994,Apartment
Flat Fagelstraat 106 1,1052 GJ Amsterdam (Frederik Hendrikbuurt),2450,65,2,1,Amsterdam,2450,Apartment
Flat Osdorper Ban 15 M,1068 LD Amsterdam (Osdorp-Oost),2005,101,3,1,Amsterdam,2005,Apartment
Flat Amstel 137 B,1018 EN Amsterdam (Weesperbuurt/Plantage),3500,69,4,2,Amsterdam,3500,Apartment
Flat Elzenhagensingel 164,1022 LA Amsterdam (Elzenhagen),2334,70,3,1,Amsterdam,2334,Apartment
Flat Oranje Nassaulaan 53 2,1075 AK Amsterdam (Willemspark),8000,147,3,1,Amsterdam,8000,Apartment
Flat Dirk Schäferstraat,1076 BA Amsterdam (Prinses Irenebuurt e.o.),3150,96,3,2,Amsterdam,3150,Apartment
Flat Derde Oosterparkstraat 70 H,1091 KA Amsterdam (Oosterparkbuurt),3500,125,3,1,Amsterdam,3500,Apartment
Flat Groenendaalstraat,1058 LD Amsterdam (Hoofddorppleinbuurt),2450,55,2,1,Amsterdam,2450,Apartment
Flat Bos en Lommerplantsoen,1055 AA Amsterdam (De Kolenkit),1279,30,1,2,Amsterdam,1279,Apartment
Flat Willemsparkweg 122 H,1071 HP Amsterdam (Museumkwartier),6750,242,7,1,Amsterdam,6750,Apartment
Flat Esplanade de Meer,1098 WK Amsterdam (Middenmeer),2950,115,3,1,Amsterdam,2950,Apartment
Flat Bloemgracht,1016 KL Amsterdam (Jordaan),2750,75,3,2,Amsterdam,2750,Apartment
Flat Linnaeusstraat,1093 EK Amsterdam (Dapperbuurt),2600,63,3,1,Amsterdam,2600,Apartment
Flat Egidiusstraat,1055 GN Amsterdam (Erasmuspark),3800,126,5,1,Amsterdam,3800,Apartment
Flat Gustav Mahlerlaan 953,1082 MK Amsterdam (Zuidas),3850,92,3,1,Amsterdam,3850,Apartment
Flat Albert Cuypstraat,1073 BE Amsterdam (Oude Pijp),2550,51,3,1,Amsterdam,2550,Apartment
Flat Tussen Meer,1069 DW Amsterdam (Osdorp-Midden),3300,85,5,1,Amsterdam,3300,Apartment
Flat Nassaukade,1052 CK Amsterdam (Staatsliedenbuurt),2999,85,3,1,Amsterdam,2999,Apartment
Flat Pieter Cornelisz. Hooftstraat,1071 BV Amsterdam (Museumkwartier),2475,65,2,2,Amsterdam,2475,Apartment
Flat Aalsmeerweg 37 H,1059 AB Amsterdam (Hoofddorppleinbuurt),4000,89,4,1,Amsterdam,4000,Apartment
Flat Prinseneiland,1013 LL Amsterdam (Haarlemmerbuurt),2600,64,3,1,Amsterdam,2600,Apartment
Flat Funenpark 116,1018 AK Amsterdam (Oostelijke Eilanden/Kadijken),2500,80,2,2,Amsterdam,2500,Apartment
Flat Amstelveenseweg,1075 XS Amsterdam (Schinkelbuurt),2650,80,3,1,Amsterdam,2650,Apartment
Flat Marie Heinekenplein,1072 MN Amsterdam (Oude Pijp),3400,86,3,2,Amsterdam,3400,Apartment
House Lomondlaan,1060 PL Amsterdam (De Aker),3200,130,5,2,Amsterdam,3200,House
Flat Kinderdijkstraat 10 H,1079 GH Amsterdam (Scheldebuurt),2650,73,3,1,Amsterdam,2650,Apartment
Flat Aalsmeerweg,1059 AJ Amsterdam (Hoofddorppleinbuurt),2500,52,3,2,Amsterdam,2500,Apartment
Flat Frans van Mierisstraat 37 2,1071 RJ Amsterdam (Museumkwartier),3475,90,3,1,Amsterdam,3475,Apartment
Flat Nassaukade,1052 CG Amsterdam (Staatsliedenbuurt),5000,150,7,1,Amsterdam,5000,Apartment
Flat Vaartstraat 62 D,1075 RR Amsterdam (Schinkelbuurt),2250,46,2,1,Amsterdam,2250,Apartment
Flat Rustenburgerstraat,1072 HB Amsterdam (Nieuwe Pijp),2575,51,3,1,Amsterdam,2575,Apartment
Flat Brederodestraat,1054 VD Amsterdam (Overtoomse Sluis),3250,81,3,1,Amsterdam,3250,Apartment
Flat Langebrugsteeg,1012 GB Amsterdam (Burgwallen-Oude Zijde),2950,110,3,1,Amsterdam,2950,Apartment
House Nederhoven,1083 AN Amsterdam (Buitenveldert-Oost),4250,180,7,1,Amsterdam,4250,House
Flat George Gershwinlaan,1082 MT Amsterdam (Zuidas),3950,110,3,2,Amsterdam,3950,Apartment
Flat Van Tuyll van Serooskerkenweg,1076 JN Amsterdam (Stadionbuurt),2750,85,3,2,Amsterdam,2750,Apartment
Flat Koninginneweg,1075 CM Amsterdam (Willemspark),3500,72,3,2,Amsterdam,3500,Apartment
Flat Kantershof,1104 GA Amsterdam (Geerdinkhof/Kantershof),1275,65,3,0,Amsterdam,1275,Apartment
Flat Koninginneweg 156 1,1075 EE Amsterdam (Willemspark),3750,100,3,1,Amsterdam,3750,Apartment
Flat Doggersbankstraat,1055 NX Amsterdam (Landlust),2850,80,3,2,Amsterdam,2850,Apartment
Flat Kanteel,1083 DB Amsterdam (Buitenveldert-Oost),2500,100,3,2,Amsterdam,2500,Apartment
Flat De Clercqstraat,1053 AE Amsterdam (Da Costabuurt),2550,61,3,1,Amsterdam,2550,Apartment
Flat Dijkmeerlaan 539,1096 DE Amsterdam (Omval/Overamstel),3750,110,4,2,Amsterdam,3750,Apartment
Flat Henri Polaklaan 32 2,1018 CT Amsterdam (Weesperbuurt/Plantage),2950,75,3,2,Amsterdam,2950,Apartment
Flat Johannes Verhulststraat 118 2,1071 NL Amsterdam (Museumkwartier),4250,151,4,1,Amsterdam,4250,Apartment
Flat De Lairessestraat 82 A,1071 PH Amsterdam (Museumkwartier),9000,240,7,1,Amsterdam,9000,Apartment
Flat Pieter Cornelisz. Hooftstraat,1071 BV Amsterdam (Museumkwartier),5950,190,6,1,Amsterdam,5950,Apartment
Flat Grasweg,1031 HX Amsterdam (Noordelijke IJ-oevers-West),2725,79,3,1,Amsterdam,2725,Apartment
Flat Barajasweg,1043 CP Amsterdam (Sloterdijk Nieuw-West),2900,104,4,1,Amsterdam,2900,Apartment
Flat Cornelis Schuytstraat,1071 JH Amsterdam (Museumkwartier),4600,140,3,2,Amsterdam,4600,Apartment
Flat Amstelveenseweg,1081 JW Amsterdam (Buitenveldert-West),3500,90,3,1,Amsterdam,3500,Apartment
Flat Prinsengracht,1015 DT Amsterdam (Grachtengordel-West),3750,100,3,2,Amsterdam,3750,Apartment
Flat Derde Oosterparkstraat 135 C,1092 CS Amsterdam (Oosterparkbuurt),3250,103,4,2,Amsterdam,3250,Apartment
Flat Van Noordtstraat 5 D,1013 SM Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),2300,50,2,2,Amsterdam,2300,Apartment
Flat Lijnbaansgracht,1016 XA Amsterdam (Jordaan),3500,104,3,2,Amsterdam,3500,Apartment
Flat Groen van Prinstererstraat,1051 EL Amsterdam (Staatsliedenbuurt),2425,58,2,1,Amsterdam,2425,Apartment
Flat Tuinstraat,1015 PE Amsterdam (Jordaan),2849,81,3,2,Amsterdam,2849,Apartment
Flat Deurloostraat,1078 JJ Amsterdam (Scheldebuurt),2850,80,4,2,Amsterdam,2850,Apartment
Flat Sarphatikade,1017 WV Amsterdam (De Weteringschans),2850,63,3,2,Amsterdam,2850,Apartment
Flat IJburglaan,1087 CL Amsterdam (IJburg-West),2750,112,3,2,Amsterdam,2750,Apartment
Flat Jan Haringstraat,1056 XE Amsterdam (Landlust),2250,90,2,2,Amsterdam,2250,Apartment
Flat Gustav Mahlerlaan,1082 MK Amsterdam (Zuidas),7250,170,4,2,Amsterdam,7250,Apartment
House Prof. R. Casimirstraat,1068 KC Amsterdam (Osdorp-Oost),2950,155,5,1,Amsterdam,2950,House
Flat De Lierhof,1059 WE Amsterdam (Westlandgracht),2750,86,3,2,Amsterdam,2750,Apartment
Flat Nassaukade 157 3,1053 LK Amsterdam (Da Costabuurt),3995,144,5,1,Amsterdam,3995,Apartment
Flat Prinsengracht,1016 HK Amsterdam (Grachtengordel-West),2500,86,2,2,Amsterdam,2500,Apartment
Flat Dusartstraat,1072 HR Amsterdam (Oude Pijp),2625,54,3,1,Amsterdam,2625,Apartment
Flat Rijnstraat,1079 HS Amsterdam (Rijnbuurt),3250,130,5,1,Amsterdam,3250,Apartment
Flat Anna Spenglerstraat,1054 NM Amsterdam (Helmersbuurt),2800,86,3,2,Amsterdam,2800,Apartment
Flat Leidsekade 99 B,1017 PP Amsterdam (De Weteringschans),5000,115,3,2,Amsterdam,5000,Apartment
Flat Kleiburg,1104 EA Amsterdam (Bijlmermuseum),2000,80,4,2,Amsterdam,2000,Apartment
Flat Haparandadam,1013 AK Amsterdam (Houthavens),3500,128,4,2,Amsterdam,3500,Apartment
Flat Ruysdaelkade,1072 AV Amsterdam (Nieuwe Pijp),2300,73,3,2,Amsterdam,2300,Apartment
Flat Pieter Cornelisz. Hooftstraat,1071 BL Amsterdam (Museumkwartier),3419,58,2,2,Amsterdam,3419,Apartment
Flat Abbenesstraat,1059 TB Amsterdam (Hoofddorppleinbuurt),2994,52,3,2,Amsterdam,2994,Apartment
Flat Abbenesstraat,1059 TB Amsterdam (Hoofddorppleinbuurt),2699,52,3,2,Amsterdam,2699,Apartment
Flat Spuistraat,1012 VN Amsterdam (Burgwallen-Nieuwe Zijde),2500,64,2,1,Amsterdam,2500,Apartment
Flat Gerard Doustraat,1072 VG Amsterdam (Oude Pijp),2675,81,3,2,Amsterdam,2675,Apartment
Flat Van Rensselaerstraat,1058 XR Amsterdam (Westindische Buurt),3500,105,4,1,Amsterdam,3500,Apartment
Flat Julius Pergerstraat,1087 KP Amsterdam (IJburg-Zuid),2100,83,3,2,Amsterdam,2100,Apartment
Flat Amstelkade 167 H,1078 AZ Amsterdam (Scheldebuurt),7950,200,4,2,Amsterdam,7950,Apartment
Flat Ceintuurbaan,1074 CW Amsterdam (Oude Pijp),3200,93,3,2,Amsterdam,3200,Apartment
Flat Houtrijkstraat,1013 DW Amsterdam (Spaarndammerbuurt/Zeeheldenbuurt),2400,53,2,2,Amsterdam,2400,Apartment
Flat Michelangelostraat 73 3,1077 BW Amsterdam (Apollobuurt),2950,99,3,1,Amsterdam,2950,Apartment
Flat Nieuwezijds Armsteeg,1012 NB Amsterdam (Burgwallen-Nieuwe Zijde),2975,90,3,1,Amsterdam,2975,Apartment
Flat Jacob van Lennepstraat,1053 HM Amsterdam (Van Lennepbuurt),3000,80,3,2,Amsterdam,3000,Apartment
Flat Haarlemmerdijk,1013 JK Amsterdam (Haarlemmerbuurt),3500,116,4,2,Amsterdam,3500,Apartment
Flat Ruyschstraat,1091 BR Amsterdam (Weesperzijde),4495,162,4,1,Amsterdam,4495,Apartment
Flat Czaar Peterstraat 103 F,1018 PE Amsterdam (Oostelijke Eilanden/Kadijken),2620,66,3,1,Amsterdam,2620,Apartment
Flat Derkinderenstraat,1061 VX Amsterdam (Overtoomse Veld),2700,101,4,2,Amsterdam,2700,Apartment
Flat Admiralengracht,1057 GA Amsterdam (Chassébuurt),2625,58,3,1,Amsterdam,2625,Apartment
Flat Nida Senffstraat,1095 MX Amsterdam (Zeeburgereiland/Bovendiep),2250,68,3,2,Amsterdam,2250,Apartment
Flat Nassaukade 108 2,1052 CZ Amsterdam (Frederik Hendrikbuurt),2750,70,2,2,Amsterdam,2750,Apartment
Flat Mary van der Sluisstraat,1095 ME Amsterdam (Zeeburgereiland/Bovendiep),3000,88,3,1,Amsterdam,3000,Apartment
Flat Jan van Galenstraat,1056 CK Amsterdam (Erasmuspark),2444,50,2,1,Amsterdam,2444,Apartment
Flat Van Leijenberghlaan,1082 GM Amsterdam (Buitenveldert-West),5250,143,4,1,Amsterdam,5250,Apartment
Flat Bilderdijkstraat,1053 LA Amsterdam (Da Costabuurt),3000,80,3,1,Amsterdam,3000,Apartment
Flat Jan Haringstraat 1,1056 XE Amsterdam (Landlust),2600,75,3,1,Amsterdam,2600,Apartment
Flat Linnaeusparkweg,1098 EJ Amsterdam (Middenmeer),5750,160,6,1,Amsterdam,5750,Apartment
Flat Archimedesplantsoen,1098 JV Amsterdam (Middenmeer),3500,99,4,1,Amsterdam,3500,Apartment
Flat Tweede Sweelinckstraat,1073 EG Amsterdam (Nieuwe Pijp),3200,94,4,1,Amsterdam,3200,Apartment
Flat Eerste Boerhaavestraat,1091 SB Amsterdam (Weesperzijde),4200,105,4,2,Amsterdam,4200,Apartment
Flat Nieuwe Uilenburgerstraat 7 F,1011 LM Amsterdam (Nieuwmarkt/Lastage),3750,124,3,2,Amsterdam,3750,Apartment
Flat Boterdiepstraat,1079 SR Amsterdam (Rijnbuurt),3000,79,3,2,Amsterdam,3000,Apartment
House Singel,1015 AC Amsterdam (Grachtengordel-West),5000,150,4,1,Amsterdam,5000,House
Flat Jasonstraat,1076 LC Amsterdam (Stadionbuurt),2625,69,3,1,Amsterdam,2625,Apartment
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),3153,110,4,1,Amsterdam,3153,Apartment
Flat Nieuwe Herengracht,1011 SC Amsterdam (Nieuwmarkt/Lastage),3250,130,3,2,Amsterdam,3250,Apartment
Flat Johan Hofmanstraat,1069 KD Amsterdam (Osdorp-Midden),2600,96,4,2,Amsterdam,2600,Apartment
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),3121,110,4,1,Amsterdam,3121,Apartment
Flat Hellingbaan,1033 DB Amsterdam (Noordelijke IJ-oevers-West),3011,111,3,1,Amsterdam,3011,Apartment
